Age,Income,Experience,Education,Target
54.96714153011233,12923.146289747929,26.788936801741418,0.5855024945389639,25957.993834768335
48.61735698828815,17896.773386173205,27.80392263184117,0.7199094799015152,35895.298756533484
56.47688538100692,18286.427417366154,30.415256215876383,1.3736468025616309,36703.583277561505
65.23029856408026,15988.613653891905,30.269010260174515,1.3051851327167325,32134.51041968702
47.658466252766644,19193.571441669956,18.111653160214544,0.9895492030179259,38503.397893658184
47.6586304305082,22020.254284072693,20.310874800424386,1.058663691654391,44164.53996501802
65.79212815507391,29430.92950605265,27.5751763360433,1.6388324478942125,59015.3905900121
57.67434729152909,20872.889064159193,27.568929754561044,0.7042143055820851,41879.54505223883
45.30525614065048,21287.75195361382,27.575238431530238,1.2735486905850188,42677.62751777234
55.42560043585965,19627.770421169163,44.26365745327361,0.8989036737830529,39365.06106417549
45.365823071875376,10406.143923504793,27.854452553465833,0.8911593983863899,20918.17558316784
45.34270246429743,19867.430622753916,30.677828200902994,1.549388425993595,39821.37313181096
52.41962271566034,20301.15104970513,29.770008817466014,1.4127081744940149,40706.628353496155
30.86719755342202,32316.21056242643,28.25695625652899,1.4067548180003193,64702.44782543732
32.75082167486967,19038.19517609439,23.42365377679827,1.6527394035771645,38151.09417368588
44.37712470759027,21507.73671166806,28.794846102466337,1.0105019208163795,43102.980172543714
39.87168879665576,19826.441151473784,21.13587392731214,1.340976485647482,39763.00996063003
53.142473325952736,14156.60981190234,23.815906966299956,0.844866621703272,28442.304262784535
40.91975924478789,25714.114072575103,22.573182260854484,1.162083176244221,51534.73103721515
35.87696298664709,23759.66516343387,25.409370696931614,0.9349284728161578,47594.19698696046
64.65648768921554,23955.159735215235,36.573292833367546,1.0484979824963592,48075.278963409364
47.74223699513465,15453.062726026306,15.66367403704126,1.2975785127184567,31049.89795297048
50.67528204687924,27013.971554680495,28.43130095187257,0.5908896583832637,54137.78681088095
35.75251813786544,12990.744686038595,16.936420644051744,2.0461936378427303,26083.28897322347
44.556172754748175,22934.285469001352,22.640340671052833,0.496991309250149,45977.21766130247
51.10922589709866,30952.278129049893,30.444752984836832,0.3929056936061339,62027.867650357184
38.490064225776976,15047.318374346558,25.321400095477316,1.5790554367500338,30170.37088380518
53.75698018345672,17168.51135198614,19.61127611035347,1.3958313469814678,34482.716401692014
43.99361310081195,20498.256825438206,21.42348145370016,1.3120599085260776,41113.50381240942
47.083062502067236,17482.621729419003,28.39798874467338,1.31417275463214,35052.87913213613
43.98293387770603,12246.682844669336,21.34816684141432,0.9938766135765427,24586.4290386509
68.52278184508938,20342.814874030137,26.082292947909874,0.5513728142570842,40834.43919646736
49.86502775262066,14688.481431369477,25.22785919951907,1.0379022790968633,29491.211600248578
39.422890710440996,22367.962153175908,21.741998261970913,0.6614191442439441,44832.06249936936
58.225449121031886,15402.878828830984,35.719720446626624,1.4875598667088756,30949.31579420963
37.791563500289776,27749.672025087697,28.169595111590056,0.9264713092489307,55575.83765235932
52.08863595004755,16083.733538318815,14.874287066711965,0.5872514016037442,32320.643966351436
